name,type,occurrence,vanillaWeight,weight
friedrich_funnel_thickvar3_dual,funnel,0,320,240
friedrich_funnel_thickvar2_dual,funnel,0,250,187.5
friedrich_funnel_thickvar1_dual,funnel,0,200,150
friedrich_funnel_thicktallvar3,funnel,0,272,204
friedrich_funnel_thicktallvar2,funnel,0,239,179.25
friedrich_funnel_thicktallvar1,funnel,0,195,146.25
friedrich_funnel_thicktallvar3_var,funnel,0,192,144
friedrich_funnel_thicktallvar2_var,funnel,0,159,119.25
friedrich_funnel_thicktallvar1_var,funnel,0,115,86.25
friedrich_funnel_thickvar3,funnel,0,165,123.75
friedrich_funnel_thickvar2,funnel,0,145,108.75
friedrich_funnel_thickvar1,funnel,0,125,93.75
friedrich_funnel_smallround3,funnel,0,145,108.75
friedrich_funnel_smallround2,funnel,0,125,93.75
friedrich_funnel_smallround1,funnel,0,110,82.5
friedrich_funnel_1_big,funnel,0,128,96
friedrich_funnel_1,funnel,0,108.8,81.6
armouredcruiser_friedrich_funnel_5,funnel,0,214.4,160.8
armouredcruiser_friedrich_funnel_4,funnel,0,201.6,151.2
armouredcruiser_friedrich_funnel_3,funnel,0,188.8,141.6
armouredcruiser_friedrich_funnel_2,funnel,0,176,132
armouredcruiser_friedrich_funnel_1,funnel,0,163.2,122.4
armouredcruiser_friedrich_funnel_1_var,funnel,0,128,96
armouredcruiser_friedrich_funnel_4_small,funnel,0,150.4,112.8
armouredcruiser_friedrich_funnel_3_small,funnel,0,137.6,103.2
armouredcruiser_friedrich_funnel_2_small,funnel,0,112,84
armouredcruiser_friedrich_funnel_1_small,funnel,0,99.2,74.4
armouredcruiser_friedrich_funnel_1_smallest,funnel,0,80,60
armoured_cruiser_funnel_8_big,funnel,0,480,360
armoured_cruiser_funnel_8,funnel,0,416,312
armouredcruiser_funnel_7,funnel,0,332.8,249.6
armouredcruiser_funnel_6,funnel,0,300.8,225.6
armouredcruiser_funnel_5,funnel,0,224,168
armouredcruiser_funnel_4,funnel,0,179.2,134.4
armouredcruiser_funnel_3,funnel,0,144,108
armouredcruiser_funnel_2,funnel,0,112,84
armouredcruiser_funnel_1,funnel,0,96,72
armouredcruiser_funnel_7_medium,funnel,0,224,168
armouredcruiser_funnel_6_medium,funnel,0,204.8,153.6
armouredcruiser_funnel_5_medium,funnel,0,160,120
armouredcruiser_funnel_4_medium,funnel,0,128,96
armouredcruiser_funnel_3_medium,funnel,0,108.8,81.6
armouredcruiser_funnel_2_medium,funnel,0,96,72
armouredcruiser_funnel_1_medium,funnel,0,83.2,62.4
armouredcruiser_funnel_7_small,funnel,0,166.4,124.8
armouredcruiser_funnel_6_small,funnel,0,140.8,105.6
armouredcruiser_brandenburg_funnel_4,funnel,0,112,84
armouredcruiser_brandenburg_funnel_3,funnel,0,96,72
armouredcruiser_funnel_5_small,funnel,0,96,72
armouredcruiser_brandenburg_funnel_2,funnel,0,80,60
armouredcruiser_funnel_4_small,funnel,0,76.8,57.6
armouredcruiser_brandenburg_funnel_1,funnel,0,67.2,50.4
armouredcruiser_funnel_3_small,funnel,0,64,48
armouredcruiser_funnel_2_small,funnel,0,57.6,43.2
armouredcruiser_funnel_1_small,funnel,0,51.2,38.4
armouredcruiser_funnel_7_tiny,funnel,0,121.6,91.2
armouredcruiser_funnel_6_tiny,funnel,0,102.4,76.8
armouredcruiser_funnel_5_tiny,funnel,0,83.2,62.4
armouredcruiser_funnel_4_tiny,funnel,0,64,48
armouredcruiser_funnel_3_tiny,funnel,0,51.2,38.4
armouredcruiser_funnel_2_tiny,funnel,0,44.8,33.6
armouredcruiser_funnel_1_tiny,funnel,0,38.4,28.8
armouredcruiser_funnel_7_extratiny,funnel,0,96,72
armouredcruiser_funnel_6_extratiny,funnel,0,76.8,57.6
armouredcruiser_funnel_5_extratiny,funnel,0,67.2,50.4
armouredcruiser_funnel_4_extratiny,funnel,0,51.2,38.4
armouredcruiser_funnel_3_extratiny,funnel,0,38.4,28.8
armouredcruiser_funnel_2_extratiny,funnel,0,32,24
armouredcruiser_funnel_1_extratiny,funnel,0,28.8,21.6
lightcruiser_funnel_big_1,funnel,0,118.4,88.8
largecruiser_funnel_3,funnel,0,270,202.5
largecruiser_funnel_2,funnel,0,210,157.5
largecruiser_funnel_1,funnel,0,170,127.5
lightcruiser_funnel_6,funnel,0,102.4,76.8
lightcruiser_funnel_4,funnel,0,83.2,62.4
lightcruiser_funnel_3,funnel,0,64,48
lightcruiser_funnel_2,funnel,0,54.4,40.8
lightcruiser_funnel_3_smallvar,funnel,0,51.2,38.4
lightcruiser_funnel_2_smallvar,funnel,0,46.08,34.56
lightcruiser_funnel_1,funnel,0,38.4,28.8
lightcruiser_funnel_2_small_varbig2,funnel,0,95,71.25
lightcruiser_funnel_1_small_varbig1,funnel,0,81,60.75
lightcruiser_funnel_2_small_var,funnel,0,89.6,67.2
lightcruiser_funnel_1_small_var,funnel,0,76.8,57.6
bouvet_funnel_1_small4,funnel,0,65.28,48.96
bouvet_funnel_1_small3,funnel,0,60.8,45.6
bouvet_funnel_1_small2,funnel,0,56.32,42.24
bouvet_triplefunnel_small2_var,funnel,0,208,156
bouvet_triplefunnel_small2,funnel,0,182.4,136.8
bouvet_dualfunnel_small1_var,funnel,0,150.4,112.8
bouvet_dualfunnel_small1,funnel,0,131.2,98.4
massena_funnel_small5,funnel,0,90.88,68.16
massena_funnel_small4,funnel,0,86.4,64.8
massena_funnel_small3,funnel,0,80,60
massena_funnel_small2,funnel,0,73.6,55.2
massena_funnel_small1,funnel,0,67.2,50.4
massena_funnel_small5_var,funnel,0,78.08,58.56
massena_funnel_small4_var,funnel,0,73.6,55.2
massena_funnel_small2_var,funnel,0,60.8,45.6
massena_funnel_small1_var,funnel,0,54.4,40.8
lightcruiser_funnel_2_small,funnel,0,70.4,52.8
lightcruiser_funnel_1_small,funnel,0,64,48
destroyer_funnel_modern_enlarged_2,funnel,0,65.28,48.96
destroyer_funnel_modern_enlarged_2_small,funnel,0,58.88,44.16
destroyer_funnel_modern_enlarged_1,funnel,0,46.08,34.56
destroyer_funnel_modern_enlarged_1_small,funnel,0,43.52,32.64
destroyer_funnel_modern_enlarged_1_smaller,funnel,0,39.68,29.76
kuma_funnel_6,funnel,0,135,101.25
kuma_funnel_5,funnel,0,125,93.75
kuma_funnel_4,funnel,0,118.4,88.8
kuma_funnel_3,funnel,0,112,84
kuma_funnel_2,funnel,0,101.76,76.32
kuma_funnel_1,funnel,0,80,60
cruiser_big_funnel_4,funnel,0,118.4,88.8
cruiser_big_funnel_3,funnel,0,112,84
cruiser_big_funnel_2,funnel,0,101.76,76.32
cruiser_big_funnel_1,funnel,0,80,60
destroyer_funnel_modern_11,funnel,0,176,132
destroyer_funnel_modern_10,funnel,0,147.2,110.4
destroyer_funnel_modern_9,funnel,0,128,96
destroyer_funnel_modern_9_small,funnel,0,120.96,90.72
destroyer_funnel_modern_9_smallest,funnel,0,112,84
destroyer_funnel_modern_8_big,funnel,0,153.6,115.2
destroyer_funnel_modern_8,funnel,0,128,96
destroyer_funnel_modern_7,funnel,0,99.84,74.88
destroyer_funnel_modern_6_big,funnel,0,92.8,69.6
destroyer_funnel_modern_6,funnel,0,89.6,67.2
destroyer_funnel_modern_5,funnel,0,70.4,52.8
destroyer_funnel_modern_5_small,funnel,0,57.6,43.2
destroyer_funnel_modern_4,funnel,0,48,36
destroyer_funnel_modern_3,funnel,0,128,96
destroyer_funnel_modern_3_small,funnel,0,111.36,83.52
destroyer_funnel_modern_2_big,funnel,0,63.36,47.52
destroyer_funnel_modern_2,funnel,0,57.6,43.2
destroyer_funnel_modern_2_small,funnel,0,51.84,38.88
destroyer_funnel_modern_1_big2,funnel,0,42,31.5
destroyer_funnel_modern_1_big,funnel,0,39.04,29.28
destroyer_funnel_modern_1,funnel,0,35.2,26.4
destroyer_funnel_modern_1_small,funnel,0,30.72,23.04
destroyer_funnel_modern_1_smallvar,funnel,0,25.6,19.2
destroyer_funnel_modern_0,funnel,0,41.6,31.2
destroyer_funnel_gen2_2_large2,funnel,0,58.24,43.68
destroyer_funnel_gen2_2_large,funnel,0,54.4,40.8
destroyer_funnel_gen2_2_large3,funnel,0,51.2,38.4
destroyer_funnel_gen2_1_huge,funnel,0,38.4,28.8
destroyer_funnel_gen2_1_large,funnel,0,32,24
destroyer_funnel_gen2_1_medium,funnel,0,28.8,21.6
destroyer_funnel_gen2_1_large_var,funnel,0,25.6,19.2
destroyer_funnel_standard_5,funnel,0,44.8,33.6
destroyer_funnel_standard_4,funnel,0,25.6,19.2
destroyer_funnel_standard_2,funnel,0,22.4,16.8
destroyer_funnel_standard_1,funnel,0,17.92,13.44
destroyer_funnel_modern_2_var,funnel,0,25.6,19.2
destroyer_funnel_gen2_2,funnel,0,48,36
destroyer_funnel_gen2_1,funnel,0,25.6,19.2
destroyer_funnel_gen2_1_small,funnel,0,19.2,14.4
destroyer_funnel_japan_old_2,funnel,0,11.52,8.64
destroyer_funnel_japan_old_1,funnel,0,8.32,6.24
destroyer_funnel_japan_old_1_small,funnel,0,7.04,5.28
destroyer_funnel_japan_old_1_smallest,funnel,0,5.76,4.32
destroyer_funnel_gen1_3,funnel,0,17.92,13.44
destroyer_funnel_gen1_3_small,funnel,0,15.36,11.52
destroyer_funnel_gen1_2,funnel,0,12.8,9.6
destroyer_funnel_gen1_2_small,funnel,0,10.24,7.68
destroyer_funnel_gen1_1,funnel,0,9.6,7.2
destroyer_funnel_gen1_1_small,funnel,0,7.68,5.76
small_dd_funnel_3,funnel,0,8.32,6.24
small_dd_funnel_2,funnel,0,7.04,5.28
small_dd_funnel_1,funnel,0,5.76,4.32
small_dd_funnel_0,funnel,0,4.48,3.36
small_dd_funnel_0_small,funnel,0,3.2,2.4
dd_russia_funnel_3,funnel,0,11.52,8.64
dd_russia_funnel_2,funnel,0,10.24,7.68
dd_russia_funnel_1,funnel,0,8.32,6.24
dd_russia_funnel_0,funnel,0,7.04,5.28
dd_austria_funnel_3,funnel,0,16,12
dd_austria_funnel_2,funnel,0,9.6,7.2
dd_austria_funnel_1,funnel,0,6.4,4.8
dd_austria_funnel_0,funnel,0,5.12,3.84
torpedo_funnel_3_large_biggerX,funnel,0,30,22.5
torpedo_funnel_3_large_bigger,funnel,0,16,12
torpedo_funnel_3_large_big,funnel,0,13.44,10.08
torpedo_funnel_3_large,funnel,0,11.52,8.64
torpedo_funnel_2_largeX,funnel,0,15,11.25
torpedo_funnel_2_large,funnel,0,8.32,6.24
torpedo_funnel_1_large,funnel,0,5.76,4.32
torpedo_funnel_1_smallX,funnel,0,10,7.5
torpedo_funnel_1_small,funnel,0,4.48,3.36
torpedo_funnel_3_bigger,funnel,0,13.44,10.08
torpedo_funnel_3_big,funnel,0,11.52,8.64
torpedo_funnel_3,funnel,0,9.6,7.2
torpedo_funnel_2,funnel,0,6.4,4.8
torpedo_funnel_1,funnel,0,4.48,3.36
torpedo_funnel_0,funnel,0,3.2,2.4
torpedo_funnel_0_small,funnel,0,1.92,1.44
transport_funnel_var2,funnel,0,35.2,26.4
transport_funnel,funnel,0,32,24
transport_funnel_var1,funnel,0,28.8,21.6
test_brandenburg_funnel_1,funnel,0,128,96
test_brandenburg_funnel_2,funnel,0,38.4,28.8
ironclad_monitor_funnel_1,funnel,0,11.52,8.64
ironclad_monitor_funnel_2,funnel,0,7.68,5.76
ironclad_virginia_funnel,funnel,0,12.8,9.6
modern_tower_main_5,tower_main,0,3000,2250
modern_tower_main_4,tower_main,0,2400,1800
modern_tower_main_3,tower_main,0,3900,2925
modern_tower_main_2,tower_main,0,3300,2475
modern_tower_main_1,tower_main,0,2700,2025
modern_tower_main_1_iowa_big,tower_main,0,3720,2790
modern_tower_main_1_iowa_enlarged4,tower_main,0,4510,3382.5
modern_tower_main_1_iowa_enlarged3,tower_main,0,4290,3217.5
modern_tower_main_1_iowa_enlarged2,tower_main,0,3990,2992.5
modern_tower_main_1_iowa_enlarged,tower_main,0,3642,2731.5
modern_tower_main_1_iowa,tower_main,0,3300,2475
modern_tower_main_1_iowa_small,tower_main,0,2700,2025
modern_tower_main_1_iowa_smallest,tower_main,0,2520,1890
modern_tower_main_1_iowa_xsmallest,tower_main,0,2340,1755
modern_battleship_generic_tower_2_big,tower_main,0,3300,2475
modern_battleship_generic_tower_2,tower_main,0,3150,2362.5
modern_tower_main_5_bismarck,tower_main,0,4800,3600
modern_tower_main_4_bismarck,tower_main,0,4500,3375
modern_tower_main_3_bismarck,tower_main,0,3900,2925
modern_tower_main_2_bismarck,tower_main,0,3060,2295
modern_battleship_generic_tower_1,tower_main,0,2700,2025
modernized_main_tower_3,tower_main,0,1914,1435.5
soyuz_tower_main_9,tower_main,0,3630,2722.5
soyuz_tower_main_8,tower_main,0,3180,2385
soyuz_tower_main_7,tower_main,0,3450,2587.5
soyuz_tower_main_6,tower_main,0,3000,2250
soyuz_tower_main_5,tower_main,0,2550,1912.5
soyuz_tower_main_5_small,tower_main,0,2400,1800
soyuz_tower_main_4,tower_main,0,2250,1687.5
soyuz_tower_main_4_small,tower_main,0,2130,1597.5
soyuz_tower_main_3,tower_main,0,2016,1512
soyuz_tower_main_2,tower_main,0,1764,1323
soyuz_tower_main_1,tower_main,0,1572,1179
soyuz_tower_main_1_small,tower_main,0,1452,1089
soyuz_tower_main_0,tower_main,0,1320,990
soyuz_tower_main_0_small,tower_main,0,1200,900
soyuz_tower_main_0_ca_var,tower_main,0,1290,967.5
soyuz_tower_main_0_ca,tower_main,0,1140,855
soyuz_tower_main_0_ca_small,tower_main,0,1074,805.5
soyuz_tower_main_0_ca_small2,tower_main,0,972,729
soyuz_tower_main_0_ca_xsmall2,tower_main,0,900,675
soyuz_tower_main_0_ca_xxsmall2,tower_main,0,815,611.25
soyuz_tower_main_0_ca_xxsmall3,tower_main,0,750,562.5
modernized_main_tower_2,tower_main,0,1590,1192.5
modernized_main_tower_1,tower_main,0,1350,1012.5
monte_tower_main_big_bb_2_big,tower_main,0,1200,900
monte_tower_main_big_bb_1_big,tower_main,0,1100,825
monte_tower_main_big_bb_2,tower_main,0,1045,783.75
monte_tower_main_big_bb_1,tower_main,0,950,712.5
monte_tower_main_big_bb_2_small,tower_main,0,920,690
monte_tower_main_big_bb_1_small,tower_main,0,835,626.25
monte_tower_main_big_bb_2_smaller,tower_main,0,820,615
monte_tower_main_big_bb_1_smaller,tower_main,0,735,551.25
modern_tower_main_9_richelieu_big,tower_main,0,3120,2340
modern_tower_main_9_richelieu_big2,tower_main,0,3000,2250
modern_tower_main_9_richelieu,tower_main,0,2880,2160
modern_tower_main_9_richelieu_small,tower_main,0,2760,2070
modern_tower_main_8_richelieu,tower_main,0,2640,1980
modern_tower_main_8_richelieu_small,tower_main,0,2520,1890
modern_tower_main_7_richelieu,tower_main,0,2460,1845
modern_tower_main_7_richelieu_small,tower_main,0,2340,1755
modern_tower_main_6_richelieu,tower_main,0,2370,1777.5
modern_tower_main_5_richelieu,tower_main,0,2280,1710
modern_tower_main_4_richelieu,tower_main,0,2100,1575
modern_tower_main_3_richelieu,tower_main,0,2010,1507.5
modern_tower_main_9_richelieu_big_mod,tower_main,0,3120,2340
modern_tower_main_9_richelieu_big2_mod,tower_main,0,3000,2250
modern_tower_main_9_richelieu_mod,tower_main,0,2880,2160
modern_tower_main_9_richelieu_small_mod,tower_main,0,2760,2070
modern_tower_main_8_richelieu_mod,tower_main,0,2640,1980
modern_tower_main_8_richelieu_small_mod,tower_main,0,2520,1890
modern_tower_main_7_richelieu_mod,tower_main,0,2460,1845
modern_tower_main_7_richelieu_small_mod,tower_main,0,2340,1755
modern_tower_main_6_richelieu_mod,tower_main,0,2370,1777.5
modern_tower_main_5_richelieu_mod,tower_main,0,2280,1710
modern_tower_main_4_richelieu_mod,tower_main,0,2100,1575
modern_tower_main_3_richelieu_mod,tower_main,0,2010,1507.5
modern_tower_main_3_richelieu_small,tower_main,0,1890,1417.5
modern_tower_main_2_richelieu,tower_main,0,1920,1440
modern_tower_main_2_richelieu_small,tower_main,0,1800,1350
modern_tower_main_1_richelieu,tower_main,0,1860,1395
modern_tower_main_1_richelieu_small,tower_main,0,1740,1305
modern_tower_main_3_richelieu_small2_heavyca2,tower_main,0,1350,1012.5
modern_tower_main_3_richelieu_small2_heavyca1,tower_main,0,1250,937.5
modern_tower_main_3_richelieu_small2,tower_main,0,1194,895.5
modern_tower_main_3_richelieu_small_var,tower_main,0,1134,850.5
modern_tower_main_2_richelieu_small2,tower_main,0,1098,823.5
modern_tower_main_2_richelieu_small_var,tower_main,0,1068,801
modern_tower_main_1_richelieu_small2,tower_main,0,1020,765
modern_tower_main_1_richelieu_small_var,tower_main,0,972,729
modern_tower_main_1_bismarck_bigger,tower_main,0,3150,2362.5
modern_tower_main_1_bismarck_big,tower_main,0,2970,2227.5
modern_tower_main_1_bismarck,tower_main,0,2820,2115
modern_tower_main_3_bismarck_austria5,tower_main,0,5200,3900
modern_tower_main_3_bismarck_austria4,tower_main,0,4500,3375
modern_tower_main_3_bismarck_austria3,tower_main,0,3960,2970
modern_tower_main_3_bismarck_austria2,tower_main,0,3780,2835
modern_tower_main_3_bismarck_austria,tower_main,0,3480,2610
modern_tower_main_2_bismarck_russia,tower_main,0,3300,2475
modern_tower_main_2_bismarck_russia_small,tower_main,0,3060,2295
command_tower_main_4,tower_main,0,4950,3712.5
command_tower_main_3,tower_main,0,4550,3412.5
command_tower_main_2,tower_main,0,4100,3075
command_tower_main_1,tower_main,0,3760,2820
Spee_BB_Tower_6,tower_main,0,3600,2700
Spee_BB_Tower_5,tower_main,0,3270,2452.5
Spee_BB_Tower_4,tower_main,0,2970,2227.5
Spee_BB_Tower_3,tower_main,0,2610,1957.5
Spee_BB_Tower_2,tower_main,0,2370,1777.5
Spee_BB_Tower_1,tower_main,0,2070,1552.5
modern_tower_main_1_bismarck_austria_small_caversion,tower_main,0,2160,1620
modern_tower_main_1_bismarck_austria_small_caversion2,tower_main,0,1980,1485
modern_tower_main_1_bismarck_austria_small_caversion3,tower_main,0,1860,1395
modern_tower_main_1_bismarck_austria_var2,tower_main,0,2640,1980
modern_tower_main_1_bismarck_austria,tower_main,0,2580,1935
modern_tower_main_1_bismarck_russia,tower_main,0,2640,1980
modern_tower_main_1_trento_enormous,tower_main,0,2550,1912.5
modern_tower_main_1_trento_huge,tower_main,0,2220,1665
modern_tower_main_1_bismarck_austria_small3var,tower_main,0,2496,1872
modern_tower_main_1_bismarck_austria_small2var,tower_main,0,2292,1719
modern_tower_main_1_bismarck_austria_smallvar,tower_main,0,2160,1620
pagoda_tower_japan,tower_main,0,2220,1665
modern_tower_main_9_littorio,tower_main,0,2580,1935
modern_tower_main_8_littorio,tower_main,0,2340,1755
modern_tower_main_8_littorio_smallvar,tower_main,0,2160,1620
modern_tower_main_7_littorio,tower_main,0,1860,1395
modern_tower_main_6_littorio,tower_main,0,1590,1192.5
modern_tower_main_5_littorio,tower_main,0,1410,1057.5
modern_tower_main_4_littorio,tower_main,0,1170,877.5
modern_tower_main_3_littorio,tower_main,0,1425,1068.75
modern_tower_main_2_littorio,tower_main,0,1245,933.75
modern_tower_main_1_littorio,tower_main,0,1125,843.75
modern_tower_main_7_littorio_chap,tower_main,0,1560,1170
modern_tower_main_6_littorio_chap,tower_main,0,1390,1042.5
modern_tower_main_5_littorio_chap,tower_main,0,1210,907.5
modern_tower_main_4_littorio_chap,tower_main,0,970,727.5
modern_tower_main_3_littorio_chap,tower_main,0,1125,843.75
modern_tower_main_2_littorio_chap,tower_main,0,1045,783.75
modern_tower_main_1_littorio_chap,tower_main,0,925,693.75
modern_tower_main_7_littorio_small,tower_main,0,1200,900
modern_tower_main_6_littorio_small,tower_main,0,1020,765
modern_tower_main_6_littorio_smallest,tower_main,0,840,630
modern_tower_main_5_littorio_small,tower_main,0,870,652.5
modern_tower_main_4_littorio_small,tower_main,0,690,517.5
modern_tower_main_4_littorio_smallest,tower_main,0,570,427.5
modern_tower_main_2_littorio_small,tower_main,0,525,393.75
brooklyn_tower_main_tallthin_3,tower_main,0,675,506.25
brooklyn_tower_main_tallthin_2,tower_main,0,600,450
brooklyn_tower_main_tallthin_1,tower_main,0,550,412.5
monte_tower_main_big_bb_2_modernized,tower_main,0,1035,776.25
monte_tower_main_big_bb_1_modernized,tower_main,0,940,705
monte_tower_main_big_bb_2_small_modernized,tower_main,0,910,682.5
monte_tower_main_big_bb_1_small_modernized,tower_main,0,825,618.75
monte_tower_main_big_bb_2_smaller_modernized,tower_main,0,810,607.5
monte_tower_main_big_bb_1_smaller_modernized,tower_main,0,725,543.75
modern_tower_main_1_littorio_small,tower_main,0,465,348.75
modern_tower_main_1_littorio_smallestvar,tower_main,0,405,303.75
modern_tower_main_1_littorio_smallest,tower_main,0,345,258.75
modern_tower_main_1_littorio_smallest2,tower_main,0,306,229.5
fuso_tower_main_5,tower_main,0,3300,2475
fuso_tower_main_4,tower_main,0,3000,2250
fuso_tower_main_3,tower_main,0,2860,2145
fuso_tower_main_2,tower_main,0,2160,1620
fuso_tower_main_1,tower_main,0,1800,1350
kgeorge_tower_5_big,tower_main,0,4500,3375
kgeorge_tower_5,tower_main,0,4200,3150
kgeorge_tower_4_big,tower_main,0,3900,2925
kgeorge_tower_4,tower_main,0,3750,2812.5
kgeorge_tower_3_big,tower_main,0,3504,2628
kgeorge_tower_3,tower_main,0,3360,2520
kgeorge_tower_2,tower_main,0,3045,2283.75
kgeorge_tower_1,tower_main,0,2670,2002.5
kgeorge_tower_0,tower_main,0,2370,1777.5
kgeorge_tower_0_smallvar,tower_main,0,2070,1552.5
kgeorge_tower_1_small,tower_main,0,2010,1507.5
kgeorge_tower_0_small,tower_main,0,1650,1237.5
kgeorge_tower_0_smaller,tower_main,0,1410,1057.5
mogami_main_tower_4_bb,tower_main,0,2274,1705.5
mogami_main_tower_3_bb,tower_main,0,1950,1462.5
mogami_main_tower_2_bb,tower_main,0,1770,1327.5
mogami_main_tower_1_bb,tower_main,0,1596,1197
hood_tower_8,tower_main,0,3090,2317.5
hood_tower_7,tower_main,0,2820,2115
hood_tower_6,tower_main,0,2400,1800
hood_tower_5,tower_main,0,3000,2250
hood_tower_5_smallvar,tower_main,0,2820,2115
hood_tower_4,tower_main,0,2520,1890
hood_tower_4_smallvar,tower_main,0,2400,1800
hood_tower_3,tower_main,0,2340,1755
hood_tower_3_smallvar,tower_main,0,2220,1665
hood_tower_2,tower_main,0,2160,1620
hood_tower_1,tower_main,0,1920,1440
dreadnought_tower_main_fuso_5_france,tower_main,0,2700,2025
dreadnought_tower_main_fuso_4_france,tower_main,0,2340,1755
dreadnought_tower_main_fuso_3_france,tower_main,0,2040,1530
dreadnought_tower_main_fuso_2_france,tower_main,0,1800,1350
dreadnought_tower_main_fuso_1_france,tower_main,0,1620,1215
dreadnought_tower_main_fuso_Pensa_Var3,tower_main,0,1620,1215
dreadnought_tower_main_fuso_Pensa_Var2,tower_main,0,1440,1080
dreadnought_tower_main_fuso_Pensa_Var1,tower_main,0,1260,945
dreadnought_tower_main_fuso_Japan_Var2,tower_main,0,1060,795
dreadnought_tower_main_fuso_Japan_Var1,tower_main,0,925,693.75
dreadnought_tower_main_fuso_5,tower_main,0,2580,1935
dreadnought_tower_main_fuso_4,tower_main,0,2100,1575
dreadnought_tower_main_fuso_3,tower_main,0,1860,1395
nelson_tower_main_2_barb5,tower_main,0,2150,1612.5
nelson_tower_main_2_big4,tower_main,0,2075,1556.25
nelson_tower_main_2_barb4,tower_main,0,1900,1425
nelson_tower_main_2_big3,tower_main,0,1825,1368.75
nelson_tower_main_2_barb3,tower_main,0,1725,1293.75
nelson_tower_main_2_big2,tower_main,0,1675,1256.25
nelson_tower_main_2_barb2,tower_main,0,1475,1106.25
nelson_tower_main_2,tower_main,0,1490,1117.5
nelson_tower_main_2_barb,tower_main,0,1290,967.5
nelson_tower_main_1_big2,tower_main,0,1590,1192.5
nelson_tower_main_1_big,tower_main,0,1450,1087.5
nelson_tower_main_1,tower_main,0,1350,1012.5
nelson_tower_main_2_barb_0,tower_main,0,1190,892.5
nelson_tower_main_2_barb_0_small,tower_main,0,1020,765
brooklyn_tower_main_giant_2,tower_main,0,1425,1068.75
brooklyn_tower_main_giant_1,tower_main,0,1350,1012.5
brooklyn_tower_main_verytall_2,tower_main,0,1250,937.5
brooklyn_tower_main_verytall_1,tower_main,0,1150,862.5
modern_tower_main_1_trento_big,tower_main,0,1920,1440
modern_tower_main_1_trento_big_2,tower_main,0,1830,1372.5
modern_tower_main_1_trento_big_3,tower_main,0,1650,1237.5
modern_tower_main_2_iowa_nonbarbette_tall,tower_main,0,3350,2512.5
modern_tower_main_2_iowa_nonbarbette,tower_main,0,3000,2250
modern_tower_main_1_iowa_nonbarbette_tall,tower_main,0,2800,2100
modern_tower_main_1_iowa_nonbarbette,tower_main,0,2500,1875
dreadnought_tower_main_newyork_8_large,tower_main,0,2225,1668.75
dreadnought_tower_main_newyork_7_large,tower_main,0,2050,1537.5
dreadnought_tower_main_newyork_6_large,tower_main,0,1820,1365
dreadnought_tower_main_newyork_5_large,tower_main,0,1650,1237.5
dreadnought_tower_main_arizona_10,tower_main,0,3720,2790
dreadnought_tower_main_arizona_9,tower_main,0,3460,2595
dreadnought_tower_main_arizona_8,tower_main,0,3290,2467.5
dreadnought_tower_main_arizona_7,tower_main,0,3160,2370
dreadnought_tower_main_arizona_6,tower_main,0,2960,2220
dreadnought_tower_main_arizona_5,tower_main,0,2790,2092.5
dreadnought_tower_main_arizona_4,tower_main,0,2460,1845
dreadnought_tower_main_arizona_3,tower_main,0,2250,1687.5
dreadnought_tower_main_arizona_2,tower_main,0,1900,1425
dreadnought_tower_main_arizona_1,tower_main,0,1850,1387.5
dreadnought_tower_main_newyork_4_large,tower_main,0,1590,1192.5
dreadnought_tower_main_newyork_4,tower_main,0,1450,1087.5
dreadnought_tower_main_newyork_3_large,tower_main,0,1390,1042.5
dreadnought_tower_main_newyork_3,tower_main,0,1275,956.25
dreadnought_tower_main_arizona_2_large,tower_main,0,1210,907.5
dreadnought_tower_main_newyork_2_large,tower_main,0,1150,862.5
dreadnought_tower_main_newyork_2,tower_main,0,1050,787.5
dreadnought_tower_main_arizona_1_large,tower_main,0,1010,757.5
dreadnought_tower_main_newyork_1_large,tower_main,0,950,712.5
dreadnought_tower_main_newyork_1,tower_main,0,850,637.5
dreadnought_tower_main_newyork_1_mod4,tower_main,0,1200,900
dreadnought_tower_main_newyork_1_mod3,tower_main,0,1000,750
dreadnought_tower_main_newyork_1_mod2,tower_main,0,850,637.5
dreadnought_tower_main_newyork_1_mod1,tower_main,0,650,487.5
dreadnought_tower_main_fuso_2,tower_main,0,1680,1260
dreadnought_tower_main_fuso_1,tower_main,0,1500,1125
dreadnought_tower_main_fuso_cruiser4,tower_main,0,880,660
dreadnought_tower_main_fuso_cruiser3,tower_main,0,790,592.5
dreadnought_tower_main_fuso_cruiser2,tower_main,0,710,532.5
dreadnought_tower_main_fuso_cruiser1,tower_main,0,650,487.5
dreadnought_tower_main_german1,tower_main,0,2250,1687.5
dreadnought_tower_main_11_big,tower_main,0,2100,1575
dreadnought_tower_main_11,tower_main,0,1950,1462.5
dreadnought_tower_main_10_big,tower_main,0,1950,1462.5
dreadnought_tower_cage_short4_usa,tower_main,0,1650,1237.5
dreadnought_tower_cage_5_usa_newyork,tower_main,0,1790,1342.5
dreadnought_tower_cage_4_usa_newyork,tower_main,0,1550,1162.5
dreadnought_tower_cage_4_usa_newyork_small,tower_main,0,1450,1087.5
dreadnought_tower_main_10,tower_main,0,1560,1170
battlecruiser_advanced_tower_2,tower_main,0,1470,1102.5
battlecruiser_advanced_tower_1,tower_main,0,1350,1012.5
dreadnought_tower_main_9,tower_main,0,1290,967.5
